Date of Transaction,Transaction Amount,Account Name,TransactionID,Transaction Type,Location (City),Alert Category,Account Number,Status,Current Balance
2024-03-15,-5385,Account 96539,T777577,Transfer out,North Mallory,Money Laundering,3108200870,Risk,4660
2024-01-25,-7462,Account 103567,T394032,Transfer out,Bradleyfort,Fraud,5353377765,No Risk,1201
2024-07-30,-532,Account 19757,T735684,Transfer out,Josephstad,Fraud,7836013819,No Risk,0
2024-05-10,-8444,Account 99586,T462480,Transfer out,East Anthonymouth,Tax Evasion,3526692800,No Risk,0
2024-12-01,-9309,Account 46964,T568009,Transfer out,Lake Dylanport,Tax Evasion,8593685325,No Risk,8790
2024-10-23,-9812,Account 46187,T519186,Transfer out,North Tina,Tax Evasion,2094494047,Risk,2356
2024-05-20,-8776,Account 77838,T158504,Transfer out,Lake Timothy,Investment Scam,5890634564,No Risk,5750
2024-09-14,-8524,Account 32510,T578330,Transfer out,Schneiderchester,Money Laundering,3214869105,No Risk,5482
2024-11-17,-8743,Account 19195,T432623,Transfer out,New Peter,Investment Scam,6999998704,Risk,1476
2024-06-25,-3440,Account 7220,T293910,Transfer out,East Angelashire,Money Laundering,8996671839,Risk,0
2024-04-12,-4302,Account 105819,T437886,Transfer out,East Brandybury,Investment Scam,9012354461,No Risk,2495
2024-10-15,-821,Account 44808,T325187,Transfer out,New Jasonfort,Money Laundering,6327079786,No Risk,0
2024-05-25,-6684,Account 555,T201431,Transfer out,East Joycemouth,Investment Scam,1709565975,No Risk,0
2024-12-25,-737,Account 106724,T854481,Transfer out,New Charlesmouth,Money Laundering,4547687476,No Risk,0
2024-03-29,-441,Account 8130,T341784,Transfer out,East Joshua,Investment Scam,5952227821,No Risk,0
2024-08-27,-5984,Account 105461,T607016,Transfer out,West Briannamouth,Money Laundering,3081730781,No Risk,3305
2024-01-26,-4189,Account 38207,T346696,Transfer out,South Michaelland,Tax Evasion,6188701696,Risk,0
2024-10-21,-492,Account 73889,T578217,Transfer out,Leeview,Money Laundering,7372087295,No Risk,0
2024-09-27,-5985,Account 4342,T138677,Transfer out,New Todd,Investment Scam,3447627324,No Risk,90
2024-03-03,-2779,Account 41746,T560133,Transfer out,Lake Phyllis,Money Laundering,2826843263,No Risk,0
2024-05-08,-1458,Account 34963,T567037,Transfer out,Stephensside,Tax Evasion,1278639262,No Risk,0
2024-07-16,-4365,Account 54182,T675713,Transfer out,Harrisview,Money Laundering,2660066726,No Risk,0
2024-04-01,-9854,Account 2368,T371057,Transfer out,North Amandafurt,Tax Evasion,5129919215,No Risk,1302
2024-10-03,-1308,Account 10487,T616106,Transfer out,Conleystad,Tax Evasion,1738748044,No Risk,0
2024-10-07,-427,Account 28927,T834826,Transfer out,Caldwelltown,Money Laundering,1559968565,No Risk,0
2024-03-11,-4724,Account 57705,T862241,Transfer out,West Samanthaville,Fraud,9735122943,No Risk,0
2024-02-05,-3496,Account 46628,T370863,Transfer out,North Stephaniemouth,Tax Evasion,7640901061,Risk,586
2024-03-18,-9788,Account 45320,T238198,Transfer out,Masseybury,Money Laundering,5330101625,No Risk,9157
2024-03-27,-2722,Account 90333,T175711,Transfer out,Albertberg,Tax Evasion,2301310966,No Risk,0
2024-08-11,-6827,Account 46447,T972068,Transfer out,Ashleyfurt,Investment Scam,5862240688,No Risk,0
2024-03-08,-8323,Account 43603,T819302,Transfer out,Ernestmouth,Fraud,3414506120,No Risk,3318
2024-05-28,-353,Account 56519,T958798,Transfer out,Pattersonview,Money Laundering,4125084367,No Risk,0
2024-06-22,-1902,Account 32016,T781498,Transfer out,East Theresaborough,Fraud,3892374155,No Risk,0
2024-08-18,-7756,Account 39732,T731092,Transfer out,Lake Rachelstad,Investment Scam,9648520773,No Risk,6555
2024-07-29,-1401,Account 76516,T251772,Transfer out,Normanmouth,Tax Evasion,1387697277,No Risk,0
2024-06-11,-9720,Account 1242,T759714,Transfer out,Lake Kellyfort,Fraud,1229968441,No Risk,8704
2024-05-23,-7113,Account 3585,T665109,Transfer out,Michelleland,Money Laundering,9961330645,No Risk,0
2024-03-13,-7556,Account 60101,T767518,Transfer out,Bookerport,Investment Scam,7135601430,No Risk,0
2024-06-19,-4848,Account 27203,T346765,Transfer out,Port Austinbury,Fraud,2904393710,Risk,0
2024-10-26,-9133,Account 80761,T951378,Transfer out,East Heatherton,Fraud,3727705319,No Risk,0
2025-01-03,-3130,Account 47308,T426554,Transfer out,Lisastad,Investment Scam,5299195592,No Risk,447
2024-04-17,-6343,Account 48528,T820629,Transfer out,Sierrahaven,Money Laundering,7226294985,No Risk,22
2024-10-14,-3987,Account 77056,T834743,Transfer out,Brownside,Fraud,7500222234,No Risk,3098
2024-04-30,-1706,Account 89175,T735064,Transfer out,North Lori,Money Laundering,5536717225,Risk,0
2024-06-01,-8379,Account 24722,T349161,Transfer out,Charlesbury,Money Laundering,2002022107,No Risk,8011
2024-10-31,-4832,Account 6751,T650969,Transfer out,South Adamshire,Tax Evasion,9855199159,No Risk,0
2024-06-15,-349,Account 76126,T886412,Transfer out,West Omar,Investment Scam,7091787584,No Risk,0
2024-05-17,-9280,Account 41435,T574701,Transfer out,Richardfurt,Fraud,8387800786,No Risk,3777
2024-01-27,-2859,Account 24620,T275056,Transfer out,Flowerschester,Tax Evasion,5865475376,No Risk,0
2024-05-27,-1478,Account 51067,T976853,Transfer out,Port Aprilside,Tax Evasion,6462459003,No Risk,0
2024-04-01,-2606,Account 28208,T458975,Transfer out,Jacksonland,Fraud,4509863822,No Risk,0
2024-05-26,-5622,Account 63454,T855949,Transfer out,Lake Andrew,Investment Scam,9064655303,No Risk,1541
2024-04-11,-3113,Account 102007,T927985,Transfer out,Rodneyport,Tax Evasion,8142817274,Risk,2393
2024-06-22,-3345,Account 55497,T462423,Transfer out,Kevinland,Money Laundering,3918327921,No Risk,806
2024-07-14,-2960,Account 75121,T488520,Transfer out,Moniquetown,Fraud,3786144204,No Risk,0
2024-02-26,-3967,Account 95565,T104627,Transfer out,New Melissa,Investment Scam,1781258115,No Risk,0
2024-11-08,-2972,Account 29247,T512201,Transfer out,Kimberlyburgh,Fraud,3138940421,No Risk,0
2024-04-09,-542,Account 19473,T567390,Transfer out,Dixonfurt,Investment Scam,5535118785,No Risk,0
2024-10-20,-6772,Account 73934,T179307,Transfer out,East Allisonbury,Fraud,1415211874,No Risk,5632
2024-04-17,-390,Account 48720,T980192,Transfer out,Woodsville,Fraud,4481098783,Risk,0
2024-05-21,-6495,Account 13351,T957028,Transfer out,Port Robertberg,Investment Scam,4663983249,No Risk,0
2024-11-01,-2343,Account 93350,T723044,Transfer out,Lake Jenniferton,Investment Scam,1833796802,No Risk,0
2024-05-24,-7992,Account 56165,T189453,Transfer out,North Barbaraport,Money Laundering,9654188026,No Risk,1044
2024-03-27,-8290,Account 11809,T878055,Transfer out,Boonebury,Tax Evasion,6770649964,Risk,7421
2024-03-01,-2838,Account 41353,T744200,Transfer out,New Michaelchester,Fraud,1735484253,Risk,0
2024-03-28,-5908,Account 55661,T739327,Transfer out,New Joelfurt,Tax Evasion,3052233741,No Risk,0
2024-10-20,-3025,Account 103177,T993413,Transfer out,Lake Brianmouth,Fraud,8137839981,Risk,0
2024-07-13,-9248,Account 101501,T352171,Transfer out,Hendersonmouth,Investment Scam,9927978396,No Risk,6197
2024-05-18,-8398,Account 11522,T964021,Transfer out,Leeport,Tax Evasion,5287900106,No Risk,2119
2024-04-24,-3397,Account 68314,T732128,Transfer out,Myersshire,Money Laundering,9245425003,No Risk,0
2024-12-02,-5942,Account 51061,T931403,Transfer out,Boydberg,Fraud,4970309024,No Risk,1042
2024-06-25,-3747,Account 40187,T777165,Transfer out,North Kevin,Fraud,8697238753,No Risk,0
2024-03-26,-7084,Account 73468,T523897,Transfer out,Brandonside,Fraud,1004080050,No Risk,0
2024-07-29,-8757,Account 72457,T456392,Transfer out,Sharonport,Fraud,5435869327,Risk,4965
2024-03-14,-6102,Account 89392,T805745,Transfer out,Lake Kelly,Investment Scam,1324453061,No Risk,4935
2024-04-09,-3592,Account 48616,T293231,Transfer out,Knappton,Investment Scam,7045412276,No Risk,0
2024-07-05,-1537,Account 39167,T946884,Transfer out,West Tara,Investment Scam,8536218501,No Risk,0
2024-05-10,-4416,Account 45067,T560426,Transfer out,Davisborough,Investment Scam,1066504318,No Risk,0
2024-11-26,-1616,Account 16562,T125736,Transfer out,South Nicolechester,Money Laundering,3727537691,No Risk,0
2024-11-16,-1590,Account 26967,T620626,Transfer out,Hopkinsfort,Tax Evasion,9873354931,No Risk,0
2024-05-06,-5200,Account 107359,T610683,Transfer out,Reynoldsville,Fraud,5028066697,Risk,3620
2024-10-13,-6592,Account 40238,T804997,Transfer out,Port Meganfurt,Tax Evasion,9981586476,No Risk,5604
2024-04-07,-4732,Account 67746,T449650,Transfer out,East Gabriel,Money Laundering,3618442784,No Risk,3601
2024-01-19,-6913,Account 101563,T248610,Transfer out,East Jeremy,Fraud,1909141072,Risk,2196
2024-07-04,-1870,Account 3419,T426935,Transfer out,North Joshuastad,Money Laundering,4093867994,No Risk,0
2024-03-14,-5450,Account 92003,T646818,Transfer out,Thomasborough,Fraud,3819434527,No Risk,0
2024-02-25,-5629,Account 74917,T327284,Transfer out,Ronaldland,Fraud,4706417036,No Risk,3858
2024-12-24,-4201,Account 30708,T925463,Transfer out,West Stevenhaven,Investment Scam,8842139593,No Risk,0
2024-04-02,-3136,Account 48724,T305390,Transfer out,Nicoleport,Investment Scam,8087542050,No Risk,743
2024-05-28,-3277,Account 33392,T112737,Transfer out,Davidmouth,Money Laundering,2041272634,No Risk,0
2024-03-31,-8798,Account 9948,T226708,Transfer out,Lake Kelly,Tax Evasion,8745290279,Risk,964
2024-12-29,-358,Account 56578,T338180,Transfer out,West Shannonborough,Investment Scam,2397844452,No Risk,0
2024-08-22,-6531,Account 46738,T618349,Transfer out,Leefurt,Tax Evasion,5722180630,No Risk,1364
2024-08-26,-6060,Account 17479,T359689,Transfer out,South Douglasburgh,Money Laundering,7317465048,Risk,0
2024-12-05,-3524,Account 45124,T687543,Transfer out,Leeburgh,Tax Evasion,5430648670,Risk,577
2024-06-10,-8267,Account 86209,T515933,Transfer out,South Alecfurt,Investment Scam,9472707959,No Risk,5525
2024-12-10,-7374,Account 82694,T502469,Transfer out,New Whitneyview,Fraud,1583493591,No Risk,3856
2025-01-14,-4389,Account 61336,T434088,Transfer out,Lake Billy,Tax Evasion,3881939295,Risk,0
2024-04-29,-8175,Account 101796,T894846,Transfer out,Hamiltonfurt,Fraud,6028503354,No Risk,0
2024-03-13,-1720,Account 58344,T277963,Transfer out,Webbmouth,Money Laundering,7203838525,No Risk,0
2024-09-11,-7323,Account 13142,T665579,Transfer out,South Robert,Money Laundering,2832042588,No Risk,6802
2025-01-12,-9627,Account 620,T429114,Transfer out,Christopherburgh,Money Laundering,8567760689,No Risk,431
2024-02-01,-894,Account 79047,T955985,Transfer out,Lake Bradleyfort,Investment Scam,4561510828,No Risk,0
2024-08-15,-4242,Account 59966,T235537,Transfer out,Lake Stephanie,Money Laundering,3202594146,No Risk,1642
2024-03-09,-4088,Account 17003,T665200,Transfer out,Mooreberg,Tax Evasion,7125969267,No Risk,2873
2024-11-05,-945,Account 87224,T651499,Transfer out,East Bruceland,Fraud,8014168616,No Risk,0
2024-10-12,-8352,Account 91624,T498491,Transfer out,Joyburgh,Tax Evasion,8452090029,No Risk,5694
2024-12-26,-847,Account 49188,T147260,Transfer out,Emilyfort,Investment Scam,4144828897,No Risk,0
2024-09-09,-9810,Account 58690,T155464,Transfer out,Lewisland,Money Laundering,5473238080,No Risk,1675
2024-09-12,-4298,Account 5374,T197023,Transfer out,New Kendra,Tax Evasion,6106883992,No Risk,1234
2024-10-01,-1855,Account 84940,T738609,Transfer out,Cassandramouth,Investment Scam,2573808346,No Risk,0
2024-02-26,-8312,Account 70544,T209614,Transfer out,Aguilarfort,Tax Evasion,5198625862,No Risk,974
2024-01-20,-9410,Account 31919,T243763,Transfer out,Sampsonville,Investment Scam,7849304895,No Risk,6483
2024-07-24,-4656,Account 62685,T470237,Transfer out,Amyview,Tax Evasion,1660509885,Risk,413
2024-10-23,-8027,Account 47097,T610826,Transfer out,West Brian,Investment Scam,3199618943,No Risk,4330
2024-07-07,-2996,Account 23505,T684554,Transfer out,Ianport,Investment Scam,1439036596,No Risk,0
2024-11-22,-1146,Account 90556,T767664,Transfer out,Kellertown,Money Laundering,9949616817,Risk,0
2024-04-28,-7529,Account 3356,T865581,Transfer out,South Susanmouth,Money Laundering,3684840694,No Risk,6598
2024-10-17,-8767,Account 22953,T474425,Transfer out,Richardburgh,Investment Scam,3701772002,No Risk,1371
2024-10-23,-8855,Account 77363,T473753,Transfer out,Beardville,Money Laundering,1499449351,No Risk,6196
2024-11-17,-72,Account 106111,T805627,Transfer out,Annaside,Investment Scam,4123597175,No Risk,0
2024-02-25,-9335,Account 22049,T583641,Transfer out,North Seanhaven,Money Laundering,4182700462,Risk,5347
2024-08-04,-6465,Account 18178,T196920,Transfer out,South Destiny,Investment Scam,4889656120,No Risk,0
2024-07-22,-818,Account 6597,T708995,Transfer out,Laurenview,Money Laundering,8293938000,No Risk,0
2024-02-13,-7647,Account 42043,T892275,Transfer out,North Daniel,Money Laundering,9288236822,No Risk,4125
2024-05-12,-3214,Account 5267,T683378,Transfer out,Garciahaven,Money Laundering,5797208736,No Risk,0
2024-02-19,-1900,Account 35381,T129345,Transfer out,Howellville,Investment Scam,4441212747,No Risk,0
2024-04-17,-4410,Account 77922,T653605,Transfer out,Schultzfurt,Tax Evasion,4079681146,No Risk,3977
2024-07-15,-2025,Account 106307,T388768,Transfer out,South Colleen,Investment Scam,8192014603,No Risk,0
2024-12-26,-3646,Account 34854,T654240,Transfer out,West Daniellemouth,Money Laundering,2463973857,No Risk,235
2024-02-10,-6243,Account 70047,T716912,Transfer out,Christopherton,Fraud,8262933384,Risk,3704
2024-08-03,-5879,Account 61576,T832699,Transfer out,Pittsbury,Investment Scam,3132133681,No Risk,3375
2024-10-07,-1834,Account 30575,T884424,Transfer out,Phamstad,Fraud,9125551206,No Risk,0
2024-07-14,-9143,Account 15013,T738856,Transfer out,Port Johnhaven,Fraud,1609926494,No Risk,627
2024-07-15,-7855,Account 86312,T409016,Transfer out,Johnsonville,Investment Scam,6986713130,No Risk,2449
2024-12-27,-1338,Account 95115,T260643,Transfer out,Martinland,Tax Evasion,9517780283,No Risk,0
2024-04-25,-9502,Account 60447,T592376,Transfer out,Warrenburgh,Investment Scam,8892901238,No Risk,8896
2024-09-14,-8245,Account 96896,T748358,Transfer out,Alexanderview,Investment Scam,6542456589,Risk,0
2024-09-01,-2881,Account 13102,T613445,Transfer out,Port Kristin,Investment Scam,6139212371,Risk,0
2025-01-13,-3729,Account 105532,T825336,Transfer out,Lake Claireland,Fraud,3855941568,No Risk,0
2024-03-25,-3196,Account 69174,T170101,Transfer out,Johnnyhaven,Tax Evasion,2140095037,No Risk,1663
2024-09-08,-8751,Account 43589,T468475,Transfer out,Joyceport,Fraud,1329100047,Risk,882
2024-01-27,-5169,Account 84116,T917440,Transfer out,North Michaelburgh,Fraud,8378847697,Risk,1006
2024-04-30,-6806,Account 82490,T112805,Transfer out,Calebburgh,Tax Evasion,9984852063,No Risk,0
2024-11-21,-5075,Account 40933,T453351,Transfer out,West Sharon,Money Laundering,3711177864,No Risk,5053
2025-01-05,-2053,Account 86543,T971436,Transfer out,East Linda,Fraud,1008997383,No Risk,0
2025-01-05,-2159,Account 6065,T692059,Transfer out,Crystalchester,Money Laundering,5156703061,No Risk,0
2024-11-17,-5506,Account 12096,T478006,Transfer out,South Victoria,Fraud,1048236032,Risk,0
2024-04-09,-5034,Account 99420,T435628,Transfer out,South Laurenport,Tax Evasion,4689618748,No Risk,310
2024-08-19,-3837,Account 86700,T496212,Transfer out,Sweeneyport,Fraud,4810504855,No Risk,0
2024-05-08,-8576,Account 94878,T990802,Transfer out,Singhside,Tax Evasion,8756563045,No Risk,634
2024-06-14,-849,Account 85587,T876055,Transfer out,Jennifermouth,Fraud,1582785550,No Risk,0
2024-06-25,-1393,Account 4530,T836795,Transfer out,Smithfurt,Investment Scam,5599296979,No Risk,0
2024-11-05,-6593,Account 14021,T767213,Transfer out,West Joshuashire,Fraud,1162349047,No Risk,784
2024-07-22,-6121,Account 99079,T987236,Transfer out,Reynoldschester,Money Laundering,5409986713,No Risk,3895
2024-02-08,-6373,Account 19638,T127433,Transfer out,Lake Austin,Tax Evasion,9331874243,No Risk,4461
2024-09-23,-7783,Account 98763,T998502,Transfer out,Wangmouth,Money Laundering,4346411022,No Risk,6608
2024-09-01,-4725,Account 22316,T151206,Transfer out,Lake Heidi,Fraud,1889358317,No Risk,0
2024-08-28,-1997,Account 57131,T963557,Transfer out,New Paul,Tax Evasion,1529074225,No Risk,0
2024-04-30,-3545,Account 65365,T406018,Transfer out,New Becky,Fraud,9689579483,No Risk,0
2024-02-20,-9206,Account 99370,T473831,Transfer out,Newtonview,Money Laundering,4512176427,No Risk,0
2024-04-29,-5199,Account 37230,T812324,Transfer out,Jeanside,Tax Evasion,7957014093,No Risk,0
2024-09-11,-3753,Account 73978,T316939,Transfer out,New Williammouth,Fraud,8808595511,No Risk,1410
2024-10-04,-8976,Account 57630,T488078,Transfer out,Grayport,Investment Scam,4679831648,No Risk,5966
2024-10-29,-372,Account 62696,T235578,Transfer out,Brewerbury,Investment Scam,9602570744,No Risk,0
2024-08-29,-1032,Account 53650,T236068,Transfer out,East Stephen,Investment Scam,4451451999,No Risk,0
2024-07-20,-653,Account 49956,T199166,Transfer out,New Dawn,Fraud,4015196885,No Risk,0
2024-08-08,-8185,Account 11396,T757307,Transfer out,Scottfurt,Fraud,9439243609,No Risk,7208
2024-11-04,-613,Account 57367,T570025,Transfer out,West Tammiehaven,Fraud,4133950776,No Risk,0
2024-10-06,-7905,Account 14988,T360184,Transfer out,Smithport,Money Laundering,9669535101,No Risk,1949
2024-04-21,-9141,Account 64134,T619772,Transfer out,South Juan,Investment Scam,9068524620,No Risk,3588
2024-03-06,-4268,Account 100843,T637113,Transfer out,Lake Sydney,Tax Evasion,6527190167,No Risk,0
2024-04-25,-1434,Account 11223,T300158,Transfer out,Richardsonhaven,Tax Evasion,3228025691,Risk,0
2024-11-16,-2776,Account 65458,T896134,Transfer out,Angelashire,Money Laundering,6096827798,No Risk,211
2024-09-09,-5304,Account 73239,T131517,Transfer out,West Ian,Investment Scam,9142707465,No Risk,0
2024-08-20,-3967,Account 95033,T242538,Transfer out,South Melinda,Investment Scam,5859098006,No Risk,0
2024-06-14,-814,Account 9706,T251982,Transfer out,East Donna,Money Laundering,8964300078,No Risk,0
2024-08-07,-8638,Account 34854,T120704,Transfer out,North Kennethhaven,Fraud,2463973857,No Risk,1560
2024-09-19,-902,Account 86228,T351377,Transfer out,Jessicaport,Fraud,7271101099,Risk,0
2024-02-25,-7603,Account 64143,T142539,Transfer out,New Barbarafort,Tax Evasion,9043390275,No Risk,6937
2025-01-11,-2614,Account 89939,T179991,Transfer out,New Jasonstad,Tax Evasion,1361053224,No Risk,0
2024-04-27,-5369,Account 6457,T447112,Transfer out,Ramirezland,Money Laundering,8897721266,No Risk,0
2024-12-02,-6421,Account 71275,T741835,Transfer out,Williamsview,Fraud,2890980003,No Risk,6075
2024-01-24,-6225,Account 18385,T488296,Transfer out,Alexanderburgh,Money Laundering,7232882441,No Risk,0
2024-09-20,-9165,Account 7845,T283132,Transfer out,Millerstad,Investment Scam,3876151422,Risk,4527
2024-06-10,-2466,Account 62991,T462053,Transfer out,East Michaelburgh,Tax Evasion,7497343027,No Risk,0
