Date of Transaction,Analyst Name,TransactionID,Account Number,Stage,Status,Transaction Amount,Alert Category
2024-10-02,Donna Snow,T986799,2101703171,In Progress,Risk,-8131,Tax Evasion
2024-11-14,Martha Anderson,T759075,4547763609,In Progress,Risk,9784,Money Laundering
2024-09-30,Robin Lowe,T505303,7872951998,In Progress,Risk,6537,Investment Scam
2024-08-27,Samuel Barry,T309256,3852481361,In Progress,Risk,-3136,Tax Evasion
2024-11-03,Ryan Mejia,T813030,7838548929,Closed-Risk,Risk,-8527,Investment Scam
2024-06-03,Sheila Brown,T106459,1534696550,In Progress,Risk,-1883,Tax Evasion
2024-09-04,Nicole Long,T723084,6529737997,In Progress,Risk,-63,Money Laundering
2024-11-25,Ryan Mejia,T557753,2025486680,In Progress,Risk,-4056,Fraud
2024-09-04,Ryan Mejia,T335396,8909106307,In Progress,Risk,3458,Investment Scam
2024-09-18,Samuel Barry,T405448,1172257448,In Progress,Risk,-1293,Tax Evasion
2024-02-06,Kathleen Raymond,T381457,6699746383,In Progress,Risk,7494,Investment Scam
2024-08-16,William Melton,T972533,8131421284,Closed-No Risk,Risk,6030,Tax Evasion
2024-05-30,Donna Snow,T494653,7790040684,In Progress,Risk,5587,Tax Evasion
2024-01-21,Robin Lowe,T992486,6262524190,Closed-Risk,Risk,5661,Investment Scam
2024-11-13,Melissa Holt,T976841,9577683352,Closed-No Risk,Risk,-2382,Tax Evasion
2024-07-14,Melissa Holt,T355138,9311973342,In Progress,Risk,1936,Fraud
2024-11-30,Robin Lowe,T308342,9675387327,In Progress,Risk,8044,Fraud
2024-06-16,Samuel Barry,T148484,9343851907,In Progress,Risk,1795,Fraud
2024-09-14,Nicole Long,T355907,8848344318,In Progress,Risk,-6489,Investment Scam
2024-08-16,Jeffrey Moore,T500860,8731825961,Closed-No Risk,Risk,-8902,Money Laundering
2024-01-31,Donna Snow,T635252,5405745901,Closed-No Risk,Risk,1652,Fraud
2024-07-03,Nicole Long,T228760,8830978780,In Progress,Risk,9392,Money Laundering
2024-04-25,Jeffrey Moore,T314174,8223906982,Closed-No Risk,Risk,-5138,Investment Scam
2024-03-01,Sheila Brown,T476834,6685355005,Closed-No Risk,Risk,838,Fraud
2024-10-05,Melissa Holt,T154258,5494232939,Closed-Risk,Risk,-320,Investment Scam
2024-08-01,Jeffrey Moore,T598744,7387907524,In Progress,Risk,7900,Tax Evasion
2024-08-15,Sheila Brown,T724556,7813255077,Closed-Risk,Risk,-1397,Investment Scam
2024-10-16,Samuel Barry,T478204,2011309577,In Progress,Risk,8785,Fraud
2024-11-03,Donna Snow,T960940,2157541477,In Progress,Risk,4929,Fraud
2024-08-07,Martha Anderson,T582196,2635462567,Closed-Risk,Risk,590,Investment Scam
2024-12-30,Melissa Holt,T517097,5965832217,Closed-No Risk,Risk,-3906,Tax Evasion
2024-08-15,Ashley Orr,T622762,2161969480,Closed-Risk,Risk,-1337,Tax Evasion
2024-08-16,Whitney Wilson,T775093,5997823551,Closed-No Risk,Risk,2724,Fraud
2024-04-14,Samuel Barry,T764756,7803073313,In Progress,Risk,387,Tax Evasion
2024-02-21,Melissa Holt,T861764,6312995728,Closed-No Risk,Risk,-5577,Fraud
2024-09-02,Kathleen Raymond,T819971,9113519918,Closed-No Risk,Risk,9113,Fraud
2024-05-30,Donna Snow,T212091,2802648089,In Progress,Risk,-116,Fraud
2024-07-16,Melissa Holt,T413507,4261767789,Closed-No Risk,Risk,1022,Investment Scam
2024-05-28,Jeffrey Moore,T886880,5939442238,Closed-Risk,Risk,9861,Tax Evasion
2024-11-06,William Melton,T750484,4056162405,In Progress,Risk,1273,Fraud
2024-08-23,Samuel Barry,T156375,5646470590,In Progress,Risk,-733,Tax Evasion
2024-09-13,Kathleen Raymond,T616838,8885267666,In Progress,Risk,-539,Investment Scam
2024-12-07,Donna Snow,T498612,1295811195,In Progress,Risk,9011,Investment Scam
2024-06-26,Kathleen Raymond,T846196,1284590258,In Progress,Risk,-6197,Investment Scam
2024-03-28,Jeffrey Moore,T294894,4393849262,Closed-Risk,Risk,-8217,Tax Evasion
2024-05-14,Sheila Brown,T276788,2154640290,In Progress,Risk,1564,Investment Scam
2024-05-09,Sheila Brown,T783520,4398857849,In Progress,Risk,-5614,Money Laundering
2024-02-11,Samuel Barry,T535820,2498528019,Closed-No Risk,Risk,-8522,Tax Evasion
2024-02-27,Ryan Mejia,T272776,6716519376,Closed-No Risk,Risk,7482,Money Laundering
2024-09-29,Melissa Holt,T850704,7484163844,In Progress,Risk,-432,Tax Evasion
2024-04-14,Whitney Wilson,T642085,2243834482,Closed-Risk,Risk,-6127,Investment Scam
2024-07-04,Ryan Mejia,T479621,5039199867,In Progress,Risk,-5836,Investment Scam
2024-03-09,Martha Anderson,T213951,6934150766,Closed-No Risk,Risk,2427,Fraud
2024-06-19,Robin Lowe,T588632,2006324155,Closed-No Risk,Risk,5628,Money Laundering
2024-09-25,Jeffrey Moore,T133331,2019319693,Closed-No Risk,Risk,-8049,Tax Evasion
2024-07-12,Nicole Long,T241873,4649349126,Closed-Risk,Risk,7904,Fraud
2024-10-14,William Melton,T179543,4179660707,In Progress,Risk,-9984,Investment Scam
2024-10-05,William Melton,T500838,4707601550,In Progress,Risk,-7519,Money Laundering
2024-06-14,Kari Rhodes,T166876,5863486573,Closed-No Risk,Risk,-7863,Tax Evasion
2024-10-12,Ryan Mejia,T242764,1141253914,Closed-Risk,Risk,1833,Investment Scam
2024-04-14,Martha Anderson,T193768,7679417809,In Progress,Risk,8689,Money Laundering
2024-12-04,Sheila Brown,T632110,5633360820,In Progress,Risk,5564,Fraud
2024-08-11,Ryan Mejia,T653930,6752920998,Closed-No Risk,Risk,7887,Fraud
2024-07-10,Kari Rhodes,T854548,3104118583,Closed-Risk,Risk,8360,Money Laundering
2024-10-15,Ryan Mejia,T614433,5125535941,Closed-No Risk,Risk,-6342,Tax Evasion
2024-07-05,Whitney Wilson,T169387,8107102438,Closed-Risk,Risk,283,Tax Evasion
2024-12-05,Sheila Brown,T527012,7184346760,Closed-No Risk,Risk,3334,Money Laundering
2024-08-27,Nicole Long,T161701,5567304400,In Progress,Risk,5319,Fraud
2024-09-05,William Melton,T564495,5479961327,Closed-No Risk,Risk,-7233,Money Laundering
2024-11-17,Kathleen Raymond,T630296,6104511385,Closed-No Risk,Risk,-2753,Tax Evasion
2024-11-01,Martha Anderson,T573261,5205474604,In Progress,Risk,7001,Tax Evasion
2024-07-23,Nicole Long,T421095,4199396878,Closed-Risk,Risk,3608,Money Laundering
2024-02-08,Ryan Mejia,T614957,1125649108,In Progress,Risk,-3759,Fraud
2024-11-14,William Melton,T718264,1688627012,In Progress,Risk,-5535,Fraud
2024-12-18,Samuel Barry,T748056,6266574248,Closed-Risk,Risk,7915,Investment Scam
2024-11-04,Ryan Mejia,T760940,4373132826,Closed-No Risk,Risk,5119,Investment Scam
2025-01-06,Melissa Holt,T736927,1373980725,In Progress,Risk,9081,Tax Evasion
2024-05-29,Ryan Mejia,T834711,4069418156,Closed-No Risk,Risk,3949,Tax Evasion
2024-03-05,Ryan Mejia,T693501,9862852015,Closed-No Risk,Risk,-8686,Investment Scam
2024-02-06,Kari Rhodes,T345038,8854624194,Closed-No Risk,Risk,-1739,Investment Scam
2024-12-13,Ashley Orr,T712878,1270918812,Closed-Risk,Risk,-7044,Money Laundering
2024-03-22,Ryan Mejia,T826978,1258106570,Closed-Risk,Risk,-1340,Fraud
2024-09-07,Kathleen Raymond,T948742,6703510688,In Progress,Risk,8762,Investment Scam
2024-06-12,Nicole Long,T112823,2110795928,In Progress,Risk,-6565,Tax Evasion
2024-07-01,Kathleen Raymond,T591209,1290152136,Closed-No Risk,Risk,3540,Tax Evasion
2024-07-10,Ashley Orr,T106903,8875355969,Closed-No Risk,Risk,6131,Money Laundering
2024-08-09,Kathleen Raymond,T666484,7481429073,In Progress,Risk,5069,Money Laundering
2024-08-17,Melissa Holt,T724740,4366607070,In Progress,Risk,-6066,Tax Evasion
2024-07-30,Nicole Long,T586403,8108961541,In Progress,Risk,-7567,Investment Scam
2024-12-20,Kari Rhodes,T541386,1373032275,In Progress,Risk,6548,Money Laundering
2024-09-01,Samuel Barry,T385366,8272290870,In Progress,Risk,3796,Money Laundering
2024-09-04,William Melton,T322678,5989851062,In Progress,Risk,9406,Fraud
2024-04-12,Christine Davis,T559299,9657937743,Closed-No Risk,Risk,7076,Investment Scam
2024-06-18,Whitney Wilson,T668535,1459650262,Closed-Risk,Risk,-7513,Tax Evasion
2024-09-08,Donna Snow,T227159,1545321898,In Progress,Risk,8845,Investment Scam
2024-06-17,Melissa Holt,T943095,8928663257,Closed-No Risk,Risk,-5181,Tax Evasion
2024-03-29,William Melton,T557630,8173047340,In Progress,Risk,6304,Money Laundering
2024-06-28,William Melton,T943518,6479763799,In Progress,Risk,-272,Investment Scam
2024-02-24,Jeffrey Moore,T107130,7298378235,Closed-Risk,Risk,-6307,Money Laundering
2024-03-29,Kathleen Raymond,T184702,9541074861,Closed-Risk,Risk,775,Tax Evasion
2024-07-12,Kari Rhodes,T320198,3570040689,Closed-No Risk,Risk,-8186,Tax Evasion
2024-07-04,Nicole Long,T462926,4271093108,Closed-No Risk,Risk,8752,Investment Scam
2024-01-16,Ashley Orr,T318250,5231967332,Closed-No Risk,Risk,618,Investment Scam
2024-08-11,Nicole Long,T585957,2667994851,In Progress,Risk,7405,Fraud
2024-08-25,Kari Rhodes,T609249,5400553455,In Progress,Risk,8457,Money Laundering
2024-04-03,Ashley Orr,T921225,8542339573,Closed-No Risk,Risk,-5342,Tax Evasion
2025-01-08,Nicole Long,T139495,3640978322,In Progress,Risk,460,Money Laundering
2024-10-24,Ashley Orr,T476031,6218940499,In Progress,Risk,693,Tax Evasion
2024-08-03,Ryan Mejia,T587091,6806368805,In Progress,Risk,3927,Money Laundering
2024-10-25,Whitney Wilson,T249671,1889947068,In Progress,Risk,9091,Fraud
2024-05-05,Robin Lowe,T998978,4701385538,In Progress,Risk,2610,Investment Scam
2024-06-03,Melissa Holt,T701221,5439137959,Closed-No Risk,Risk,363,Money Laundering
2024-09-23,Kathleen Raymond,T544079,7981284741,In Progress,Risk,9130,Investment Scam
2024-03-13,Whitney Wilson,T218009,6126912303,Closed-Risk,Risk,1590,Investment Scam
2024-07-18,William Melton,T331563,6230280870,In Progress,Risk,5583,Money Laundering
2024-09-20,Samuel Barry,T427983,1117138943,In Progress,Risk,8136,Money Laundering
2024-08-14,Nicole Long,T646479,5557823769,In Progress,Risk,-1512,Money Laundering
2024-04-13,Kari Rhodes,T696017,6913923800,Closed-No Risk,Risk,-5619,Fraud
2024-03-26,Martha Anderson,T430126,6018799455,Closed-No Risk,Risk,-9964,Tax Evasion
2024-04-21,Robin Lowe,T588539,1513297400,Closed-No Risk,Risk,-5774,Fraud
2024-01-19,Jeffrey Moore,T118867,2277857553,Closed-No Risk,Risk,4529,Fraud
2024-02-26,Donna Snow,T504973,3245048037,Closed-No Risk,Risk,765,Investment Scam
2024-08-01,Donna Snow,T875333,9063346209,Closed-No Risk,Risk,1977,Money Laundering
2024-04-10,Robin Lowe,T169729,5122377873,In Progress,Risk,-8850,Investment Scam
2024-07-15,Kathleen Raymond,T308458,3397884261,Closed-Risk,Risk,-729,Investment Scam
2024-11-19,Robin Lowe,T292687,1892702528,In Progress,Risk,3325,Fraud
2024-01-22,Jeffrey Moore,T838456,9752589227,Closed-No Risk,Risk,-2910,Tax Evasion
2024-10-05,Donna Snow,T702677,4735709135,In Progress,Risk,-4795,Fraud
2024-07-28,Ryan Mejia,T763300,8958492537,In Progress,Risk,-3147,Tax Evasion
2024-07-16,Christine Davis,T832587,4815634601,Closed-Risk,Risk,8838,Investment Scam
2024-01-16,William Melton,T888256,8204555258,Closed-No Risk,Risk,2361,Money Laundering
2024-07-30,Ryan Mejia,T316623,4488164447,In Progress,Risk,-9933,Tax Evasion
2024-06-29,Christine Davis,T263790,2974401963,Closed-No Risk,Risk,-5083,Fraud
2024-09-19,Robin Lowe,T906027,8655080053,Closed-No Risk,Risk,-2208,Tax Evasion
2024-04-10,Robin Lowe,T857604,2198368628,Closed-No Risk,Risk,4309,Money Laundering
2024-02-28,Donna Snow,T693868,6098623972,Closed-No Risk,Risk,2558,Money Laundering
2024-11-05,Martha Anderson,T447246,6047809652,In Progress,Risk,2486,Fraud
2024-03-11,Samuel Barry,T378532,4005705850,Closed-Risk,Risk,-446,Investment Scam
2024-07-25,William Melton,T741685,1987225708,Closed-No Risk,Risk,-5286,Investment Scam
2024-11-28,Melissa Holt,T351966,4732973779,In Progress,Risk,-6984,Money Laundering
2024-05-06,Sheila Brown,T647886,5433741885,Closed-No Risk,Risk,-520,Investment Scam
2024-03-06,Jeffrey Moore,T988570,7406308370,Closed-Risk,Risk,9646,Money Laundering
2024-09-13,William Melton,T285791,2617653084,In Progress,Risk,-5786,Tax Evasion
2024-11-07,Ryan Mejia,T376545,9258546910,In Progress,Risk,-7195,Investment Scam
2024-02-14,Kathleen Raymond,T994101,4168076619,In Progress,Risk,5078,Money Laundering
2024-07-29,Donna Snow,T672112,6100313085,Closed-No Risk,Risk,-4112,Fraud
2024-09-03,Martha Anderson,T123039,8008061178,In Progress,Risk,8341,Fraud
2024-12-09,Kari Rhodes,T704698,2996685879,Closed-No Risk,Risk,-8484,Investment Scam
2024-01-22,Melissa Holt,T343942,6433093418,In Progress,Risk,-9065,Tax Evasion
2024-09-27,Christine Davis,T684698,9763674838,In Progress,Risk,-353,Tax Evasion
2024-01-16,Whitney Wilson,T735748,2034528866,In Progress,Risk,7497,Tax Evasion
2024-03-29,Jeffrey Moore,T297299,8845935698,Closed-No Risk,Risk,-8533,Investment Scam
2024-04-30,William Melton,T249160,9406904740,In Progress,Risk,-2856,Money Laundering
2024-05-12,Donna Snow,T603037,4467830185,Closed-No Risk,Risk,-9752,Money Laundering
2024-05-21,Jeffrey Moore,T332010,2103561878,Closed-No Risk,Risk,5178,Investment Scam
2024-12-19,Ashley Orr,T445878,7355269338,In Progress,Risk,3341,Money Laundering
2024-05-10,Robin Lowe,T339024,4188156196,In Progress,Risk,6612,Tax Evasion
2024-02-17,Christine Davis,T111237,2676053501,Closed-Risk,Risk,9991,Fraud
2025-01-01,Martha Anderson,T598108,2075005458,Closed-No Risk,Risk,-6539,Investment Scam
2024-03-20,Kari Rhodes,T561676,3812093733,In Progress,Risk,2110,Fraud
2024-01-16,Samuel Barry,T623837,3339847459,Closed-No Risk,Risk,-1016,Fraud
2024-12-31,Samuel Barry,T926177,9741339932,Closed-Risk,Risk,-9543,Money Laundering
2024-11-03,Kathleen Raymond,T524944,4544517711,In Progress,Risk,7172,Tax Evasion
2024-06-19,Kari Rhodes,T905773,3035853057,In Progress,Risk,-2124,Investment Scam
2024-08-26,Samuel Barry,T517845,8683657931,In Progress,Risk,-8938,Money Laundering
2024-07-06,Martha Anderson,T789334,7899118233,Closed-No Risk,Risk,4714,Tax Evasion
2024-04-11,Melissa Holt,T126307,8926868803,In Progress,Risk,-2854,Investment Scam
2024-03-28,Melissa Holt,T988490,9018715341,In Progress,Risk,-3847,Investment Scam
2024-04-22,Ashley Orr,T269670,7881251442,Closed-No Risk,Risk,4368,Money Laundering
2025-01-03,Melissa Holt,T964466,4007301240,In Progress,Risk,-5001,Money Laundering
2024-09-01,Melissa Holt,T490527,9498682013,In Progress,Risk,2803,Fraud
2024-08-07,Martha Anderson,T784424,2727101468,Closed-No Risk,Risk,-9572,Fraud
2024-08-18,Kari Rhodes,T401201,6315372542,Closed-No Risk,Risk,-4493,Money Laundering
2024-08-21,Ryan Mejia,T562466,8975213976,In Progress,Risk,4403,Money Laundering
2024-10-26,Donna Snow,T986384,5980049849,In Progress,Risk,-601,Money Laundering
2024-09-17,Sheila Brown,T508444,1821268840,Closed-No Risk,Risk,-8798,Investment Scam
2024-03-24,Whitney Wilson,T839000,3370776694,In Progress,Risk,4235,Money Laundering
2024-01-24,Melissa Holt,T881668,3970171170,Closed-Risk,Risk,2598,Money Laundering
2024-08-24,William Melton,T126611,6364477444,In Progress,Risk,1359,Investment Scam
2024-01-28,Samuel Barry,T518304,6842313022,Closed-Risk,Risk,2846,Fraud
2024-12-13,Ryan Mejia,T594653,1202802045,In Progress,Risk,-1604,Fraud
2024-04-17,Christine Davis,T527702,3030893980,Closed-No Risk,Risk,1841,Fraud
2024-05-23,William Melton,T505261,8737395136,In Progress,Risk,-2112,Investment Scam
2024-01-19,Kathleen Raymond,T545960,9503780112,In Progress,Risk,-3577,Money Laundering
2024-06-21,Samuel Barry,T512545,3726833629,In Progress,Risk,-1304,Fraud
2024-04-12,William Melton,T773924,6408140539,In Progress,Risk,9462,Investment Scam
2024-05-19,Whitney Wilson,T642352,1289089072,Closed-Risk,Risk,-429,Investment Scam
2024-02-19,Sheila Brown,T103074,8000992150,Closed-No Risk,Risk,4453,Money Laundering
2024-06-26,Whitney Wilson,T140870,9559114315,Closed-Risk,Risk,7308,Investment Scam
2024-02-11,Samuel Barry,T518473,4018614531,Closed-No Risk,Risk,-838,Tax Evasion
2024-08-15,Robin Lowe,T265630,9115174638,Closed-No Risk,Risk,99,Investment Scam
2024-07-22,Jeffrey Moore,T129341,8352851086,In Progress,Risk,-4343,Money Laundering
2024-09-24,Samuel Barry,T496618,5948750870,In Progress,Risk,4856,Fraud
2025-01-14,Robin Lowe,T761172,6844010313,Closed-No Risk,Risk,-30,Fraud
2024-12-13,Melissa Holt,T977038,9703585689,In Progress,Risk,-6069,Fraud
2024-09-09,William Melton,T978213,4631395559,In Progress,Risk,685,Investment Scam
2024-11-28,Melissa Holt,T586710,7335669273,Closed-Risk,Risk,-216,Investment Scam
2024-02-13,Samuel Barry,T685488,7410229691,In Progress,Risk,-9087,Tax Evasion
2024-09-09,Melissa Holt,T373176,4725429915,In Progress,Risk,6359,Money Laundering
2024-11-08,Samuel Barry,T838067,2077931795,Closed-No Risk,Risk,-7747,Fraud
2024-12-13,William Melton,T644718,3641504168,In Progress,Risk,8609,Fraud
2025-01-11,Samuel Barry,T686974,3908858970,Closed-Risk,Risk,2088,Money Laundering
2024-06-14,Christine Davis,T350466,9562461527,Closed-No Risk,Risk,3152,Investment Scam
2024-06-16,Ashley Orr,T388572,8598059519,In Progress,Risk,151,Fraud
2024-12-15,Kathleen Raymond,T115161,2530507112,In Progress,Risk,1835,Fraud
2024-09-30,Melissa Holt,T459143,3111457486,In Progress,Risk,9292,Tax Evasion
2024-12-17,Kathleen Raymond,T246390,2460306517,In Progress,Risk,2665,Investment Scam
2024-09-18,Robin Lowe,T177915,5271589592,Closed-Risk,Risk,8326,Money Laundering
2024-06-13,Martha Anderson,T509530,3933583194,In Progress,Risk,7906,Money Laundering
2024-12-11,Melissa Holt,T960500,1264884656,In Progress,Risk,-1966,Fraud
2024-02-20,Christine Davis,T510296,9684602284,In Progress,Risk,-1900,Tax Evasion
2024-09-25,Jeffrey Moore,T282225,9876193785,In Progress,Risk,-3920,Investment Scam
2024-06-04,Kathleen Raymond,T952605,8816090660,In Progress,Risk,-8912,Investment Scam
2024-02-12,Samuel Barry,T863017,9522923607,Closed-Risk,Risk,-7196,Fraud
2024-02-16,Christine Davis,T703998,4082636042,In Progress,Risk,2207,Money Laundering
2024-01-23,Melissa Holt,T500209,2992711220,In Progress,Risk,-2850,Tax Evasion
2024-07-28,Christine Davis,T291042,8017493130,Closed-No Risk,Risk,2258,Fraud
2024-10-12,Robin Lowe,T619649,7455910375,In Progress,Risk,-1486,Fraud
2024-01-20,Kathleen Raymond,T123038,5284845096,Closed-Risk,Risk,-2999,Fraud
2024-11-30,Robin Lowe,T187294,7673163939,In Progress,Risk,-6332,Investment Scam
2024-10-14,Martha Anderson,T769181,9082902955,In Progress,Risk,6862,Fraud
2024-03-07,Samuel Barry,T890348,4679730756,In Progress,Risk,4777,Tax Evasion
2024-04-25,Martha Anderson,T900086,3806545902,Closed-No Risk,Risk,178,Money Laundering
2024-12-23,Ryan Mejia,T832827,8463101828,In Progress,Risk,-7120,Investment Scam
2024-07-11,Ashley Orr,T396450,7389248868,In Progress,Risk,8370,Investment Scam
2024-03-28,Sheila Brown,T888407,6988913413,Closed-No Risk,Risk,3804,Investment Scam
2024-09-15,Samuel Barry,T399283,3745974098,In Progress,Risk,-9521,Fraud
2024-04-26,Nicole Long,T611020,1270527842,Closed-No Risk,Risk,4660,Money Laundering
2024-02-10,Ryan Mejia,T361764,7400202648,Closed-Risk,Risk,-3053,Tax Evasion
2024-12-11,Whitney Wilson,T171627,4862082413,In Progress,Risk,-5082,Investment Scam
2024-04-08,Sheila Brown,T701558,7691848790,In Progress,Risk,-3156,Investment Scam
2024-06-16,William Melton,T230298,9405031216,Closed-No Risk,Risk,-5222,Tax Evasion
2024-12-16,Kathleen Raymond,T305259,5381707132,In Progress,Risk,-323,Money Laundering
2024-02-23,Ryan Mejia,T311448,1872278871,In Progress,Risk,5520,Fraud
2024-07-04,Kari Rhodes,T332513,1419212269,In Progress,Risk,5760,Tax Evasion
2024-10-28,Jeffrey Moore,T301292,7459918407,Closed-No Risk,Risk,-1532,Fraud
2024-02-07,Ashley Orr,T459922,7024933727,Closed-No Risk,Risk,-9006,Investment Scam
2024-03-03,Nicole Long,T659076,9303438737,Closed-No Risk,Risk,8233,Tax Evasion
2024-02-07,Martha Anderson,T856228,5459754002,Closed-Risk,Risk,-1401,Tax Evasion
2024-02-24,Sheila Brown,T533570,4745050587,Closed-No Risk,Risk,-3367,Money Laundering
2024-02-21,Whitney Wilson,T837682,9049035554,In Progress,Risk,-1188,Fraud
2024-03-01,Nicole Long,T111084,9439139165,In Progress,Risk,-9281,Investment Scam
2024-10-22,Ryan Mejia,T529262,8625221046,Closed-Risk,Risk,1608,Fraud
2024-10-08,Sheila Brown,T678647,6590386829,In Progress,Risk,-4049,Tax Evasion
2024-02-21,Jeffrey Moore,T815346,5021620376,Closed-No Risk,Risk,-4201,Tax Evasion
2024-02-20,Nicole Long,T789540,1105971823,Closed-No Risk,Risk,-6569,Money Laundering
2024-07-27,Martha Anderson,T934201,6898564860,In Progress,Risk,4975,Money Laundering
2024-04-30,William Melton,T611049,5089953455,In Progress,Risk,-6285,Investment Scam
2024-06-24,Ryan Mejia,T648317,5618973662,Closed-Risk,Risk,8730,Investment Scam
2024-06-22,Donna Snow,T705244,2105068578,In Progress,Risk,-5140,Tax Evasion
2024-07-16,Ryan Mejia,T823624,6653332170,Closed-No Risk,Risk,-9390,Investment Scam
